,$Name,$_PRimaryGroup,$Parent,$OpeningBalance,$ClosingBalance,$_PrevYearBalance,$IsRevenue,$PartyGSTIN,$MasterId,$AlterID,$Nature_Led,$UpdatedDate,$UpdatedTime,$CreatedBy,$CreatedDate,$AlteredDate,$AlteredBy,$LastVoucherDate,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,$Amount,$Date,$VoucherNumber,$Type
2983,6001020200/TRADE REC-OG/ALTRA XERGI POWER PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3050.0,14671.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2984,6001020200/TRADE REC-OG/Azure Power Uranus Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3051.0,14672.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2985,6051010300/OTHER OPERATING MARKETING SUPPORT SERVICES-IG,Indirect Incomes,Indirect Incomes,0.0,,,1.0,,746.0,12976.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2986,6051010300/Sales Support,Sales Accounts,Sales Accounts,0.0,,,1.0,,512.0,12766.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2987,6051020300/COST OF SALES -OG,Purchase Accounts,Purchase Accounts,0.0,,,1.0,,3052.0,14673.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2988,6051020300/GOODS IN TRANSIT,Current Assets,Closing Stock,0.0,,,0.0,,3053.0,14674.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2989,6051020300/IGST PAYABLE,Current Liabilities,GST,0.0,,,0.0,,3054.0,14675.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2990,6051020300/SALES REV-Domestic,Sales Accounts,Sales Accounts,0.0,,,1.0,,3055.0,14676.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2991,6051020300/Service Charges-OG,Sales Accounts,Sales Accounts,0.0,13813470.58,73664340.7,1.0,,503.0,12757.0,PL,,0.0,,,,,2024-12-06,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2992,6051020300/TRADE REC-OG/Celestial Renew Experts LLP,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3056.0,14677.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2993,6401010100/COST OF SALES-I/C-IG,Purchase Accounts,Purchase Accounts,0.0,,,1.0,,231.0,12485.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2994,6401010200/COST OF SALES-IG,Purchase Accounts,Purchase Accounts,0.0,-12468301.66,-92689621.24,1.0,,228.0,12482.0,PL,,0.0,,,,,2025-01-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2995,6401020100/COST OF SALES-I/C-OG,Purchase Accounts,Purchase Accounts,0.0,-13478011.67,-212152440.65,1.0,,602.0,12838.0,PL,,0.0,,,,,2025-01-19,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2996,6401020100/COST OF SALES -OG,Purchase Accounts,Purchase Accounts,0.0,,,1.0,,3057.0,14678.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2997,6401020100/GOODS IN TRANSIT,Current Assets,Closing Stock,0.0,,,0.0,,3058.0,14679.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2998,6401020100/TRADE REC-OG/KEC INTERNATIONAL LIMITED,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3059.0,14680.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2999,6401020200/CGST PAYABLE,Current Liabilities,GST,0.0,,,0.0,,3060.0,14681.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3000,6401020200/COST OF SALES -OG,Purchase Accounts,Purchase Accounts,0.0,-11017222888.76,-10975509791.82,1.0,,221.0,12475.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3001,6401020200/GOODS IN TRANSIT,Current Assets,Closing Stock,0.0,,,0.0,,3061.0,14682.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3002,6401020200/IGST PAYABLE,Current Liabilities,GST,0.0,,,0.0,,3062.0,14683.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3003,6401020200/SALES REV-Domestic,Sales Accounts,Sales Accounts,0.0,,,1.0,,3063.0,14684.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3004,6401020200/Service Charges-OG,New Ledgers,New Ledgers,0.0,,,0.0,,3064.0,14685.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3005,6401020200/SGST PAYABLE,Current Liabilities,GST,0.0,,,0.0,,3065.0,14686.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3006,6401020200/TRADE REC-OG/AVAADA ENERGY PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3066.0,14687.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3007,6401020200/TRADE REC-OG/Azure Power Uranus Pvt. Ltd.,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3067.0,14688.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3008,6401020200/TRADE REC-OG/JAKSON GREEN PRIVATE LIMITED,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3068.0,14689.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3009,6401020200/TRADE REC-OG/KEC INTERNATIONAL LIMITED,Sundry Debtors,Sundry Debtors,0.0,,,0.0,,3069.0,14690.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3010,6401020900/COST VARIAN OF SALES,Purchase Accounts,Purchase Accounts,0.0,,-8009.74,1.0,,515.0,12769.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3011,6603010100/FIN EXP - INCO,Indirect Incomes,Indirect Incomes,0.0,1360503.31,533007.27,1.0,,506.0,15325.0,PL,2024-10-09,161551000.0,,,,,2024-12-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3012,6603020500/FINANCIAL EXP.- INTEREST EXP.- OTHER INTERESTS,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,1856.0,13521.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3013,6603020500/FIN EXP - OT IN,Indirect Expenses,Indirect Expenses,0.0,-148037.0,-303020.22,1.0,,2564.0,14186.0,PL,,0.0,,,,,2024-10-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3014,6603020500/FIN EXP-OT IN(Frozen,Indirect Expenses,Indirect Expenses,0.0,148037.0,,1.0,,3773.0,16433.0,PL,2025-01-27,155600000.0,,,,,2024-11-04,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3015,6603020600/FIN EXP - OT IN,Indirect Expenses,Indirect Expenses,0.0,-654478.0,,1.0,,3772.0,16434.0,PL,2025-01-27,155604000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3016,6603030101/FIN CO-EX GA-OUT G/L,Indirect Expenses,Indirect Expenses,0.0,4124092.69,207017.46,1.0,,259.0,12513.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3017,6603030102/FIN EX-EX GA-GA &amp; LO,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3070.0,14691.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3018,6603030102/FIN EX-EX GA-GA & LO,Indirect Expenses,Indirect Expenses,0.0,10071.36,80455.49,1.0,,462.0,12716.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3019,6603040201/FIN CO-LO ON EX G/L,Indirect Expenses,Indirect Expenses,0.0,-24706479.67,-1727908.67,1.0,,261.0,12515.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3020,6603040202/FIN EX-LO ON EX G/L,Indirect Expenses,Indirect Expenses,0.0,-13122272.41,-18412643.03,1.0,,241.0,12495.0,PL,,0.0,,,,,2024-10-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3021,6603050000/FIN EXP - BA CH,Indirect Expenses,Indirect Expenses,0.0,-4978920.32,-2447483.61,1.0,,239.0,12493.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3022,6603080000/FIN EXP - OT IN,Indirect Expenses,Indirect Expenses,0.0,8078978.0,121843.23,1.0,,247.0,12501.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3023,6603090000/FIN EXP - EX G&amp;L,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3071.0,14692.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3024,"6603090000/FIN EXP - EX G&amp;L/Sungrow Power Supply Co., Ltd.",Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3072.0,14693.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3025,6603090000/FIN EXP - EX G&L,Indirect Expenses,Indirect Expenses,0.0,-6048.19,,1.0,,485.0,12739.0,PL,,0.0,,,,,2024-11-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3026,"6603090000/FIN EXP - EX G&L/Sungrow Power Supply Co., Ltd.",Indirect Expenses,Indirect Expenses,0.0,-0.04,-0.03,1.0,,1764.0,13429.0,PL,,0.0,,,,,2024-11-27,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3027,6701020000/IMPAIRMENT OF ASSETS-LOSS OF INVENTORY,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,1555.0,13221.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3028,6701050000/IMPAIRMENT LOSS OF ASSETS - LOSS OF FIXED ASSETS,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,2403.0,14068.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3029,6801010000/INCOME TAX EXPENSES-CURRENT INCOME TAX EXPENSES,Indirect Expenses,Indirect Expenses,0.0,,-120668314.0,1.0,,2380.0,14045.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3030,6801010000/INCO TAX EX-CU IN,Indirect Expenses,Indirect Expenses,0.0,,-904542.0,1.0,,251.0,12505.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3031,6801020000/INCO TAX EX-DE IN,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,250.0,12504.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3032,7010000010/SALARIES &amp; WAGES,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3073.0,14694.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3033,7010000010/SALARIES & WAGES,Indirect Expenses,Indirect Expenses,0.0,-97005657.26,-84965647.0,1.0,,255.0,12509.0,PL,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3034,7010000050/MEDICAL INSURANCE,Indirect Expenses,Indirect Expenses,0.0,-1637632.0,-1657738.0,1.0,,466.0,12720.0,PL,,0.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3035,7010000060/LIFE INSURANCE,Indirect Expenses,Indirect Expenses,0.0,-47200.0,-30444.0,1.0,,340.0,12594.0,PL,,0.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3036,7010000070/EMPLOYEE WELFARE,Indirect Expenses,Indirect Expenses,0.0,,-600.0,1.0,,2201.0,13866.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3037,7010000110/EMPLOYEE TRAINING,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,1455.0,13122.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3038,7010000110/EMPLOYEE TRAINNING,Indirect Expenses,Indirect Expenses,0.0,-224240.68,-25522.0,1.0,,2478.0,14143.0,PL,,0.0,,,,,2024-11-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3039,7010000130/STAFF TRV MEDICA FEE,Indirect Expenses,Indirect Expenses,0.0,,-112362.1,1.0,,1358.0,13025.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3040,7010000190/HOUSEKEEPING SVS,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,342.0,12596.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3041,7020000010/REPAIR &amp; MT,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3074.0,14695.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3042,7020000010/REPAIR & MT,Indirect Expenses,Indirect Expenses,0.0,-911794.21,-898239.18,1.0,,345.0,12599.0,PL,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3043,7020000020/MT FEE,Indirect Expenses,Indirect Expenses,0.0,0.0,0.0,1.0,,306.0,12560.0,PL,,0.0,,,,,2024-04-16,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3044,7030000020/Product Liability Insurance,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,727.0,12958.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3045,7030000020/PRO LIA INSU,Indirect Expenses,Indirect Expenses,0.0,-1933281.36,-936168.64,1.0,,2713.0,14335.0,PL,,0.0,,,,,2024-07-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3046,7040000010/WAREHOUSE RENT,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,2202.0,13867.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3047,7040000010/WH RENT,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,337.0,12591.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3048,7040000050/Car Rental,Indirect Expenses,Indirect Expenses,0.0,-3944006.0,-3458675.98,1.0,,464.0,12718.0,PL,,0.0,,,,,2025-01-24,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3049,7040000070/B&amp;L RENTAL,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3075.0,14696.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3050,7040000070/B&L RENTAL,Indirect Expenses,Indirect Expenses,0.0,-2587928.4,-3403902.12,1.0,,258.0,12512.0,PL,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3051,7050000010/TRANSPORTATION,Indirect Expenses,Indirect Expenses,0.0,-75007231.3,-87293361.42,1.0,,313.0,12567.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3052,7050000020/CO &amp; POSTA CH,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3076.0,14697.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3053,7050000020/CO & POSTA CH,Indirect Expenses,Indirect Expenses,0.0,-444314.72,-926888.24,1.0,,338.0,12592.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3054,7060000020/ARTI OF CONS-RAW MA,Indirect Expenses,Indirect Expenses,0.0,-565230635.69,-490534544.85,1.0,,1754.0,13419.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3055,7060000040/OFFICE CON,Indirect Expenses,Indirect Expenses,0.0,-439881.78,-383971.94,1.0,,346.0,12600.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3056,7060000050/TOOLS &amp; EQUIPMENTS,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3077.0,14698.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3057,7060000050/TOOLS & EQUIPMENTS,Indirect Expenses,Indirect Expenses,0.0,-15917.0,,1.0,,339.0,12593.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3058,7060000070/SPARE &amp; ELEC FOR EQ,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3078.0,14699.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3059,7060000070/SPARE & ELEC FOR EQ,Indirect Expenses,Indirect Expenses,0.0,-347363.52,-366558.41,1.0,,463.0,12717.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3060,7060000080/NETWORK EQUIPMENT,Indirect Expenses,Indirect Expenses,0.0,,-15398.0,1.0,,1506.0,13172.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3061,7060000090/TESTING AND CALIBRATION CHARGES,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,1507.0,13173.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3062,7070000010/NET &amp; SO MAINT,Indirect Expenses,Indirect Expenses,0.0,,,1.0,,3079.0,14700.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3063,7070000010/NET & SO MAINT,Indirect Expenses,Indirect Expenses,0.0,-2175446.2,-1800584.22,1.0,,453.0,12707.0,PL,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3064,7070000020/FIXED TEL EXP,Indirect Expenses,Indirect Expenses,0.0,-28393.38,-25162.52,1.0,,344.0,12598.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
3065,7070000030/TEL EXP,Indirect Expenses,Indirect Expenses,0.0,-782656.01,-839665.44,1.0,,326.0,12580.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
